,title,budget_musd,budget_musd,revenue_musd,revenue_musd,vote_average,popularity,ROI,vote_count
,count,sum,mean,sum,mean,mean,mean,median,mean
belongs_to_collection,,,,,,,,,
The Rutles Collection,2,0.0,,0.0,,6.85,1.5125605000000002,,15.5
The Sabata Collection,3,0.245,0.245,0.0,,5.166666666666667,1.3399393333333334,,14.333333333333334
The Saint Collection,2,68.0,68.0,118.063304,118.063304,5.65,6.022323500000001,1.7362250588235295,157.5
The Sally Lochhart Mysteries Collection,1,0.0,,0.0,,4.5,0.7438130000000001,,4.0
The Sandlot Collection,3,0.0,,32.416585999999995,32.416585999999995,5.966666666666666,5.760652666666666,,107.0
The Santa Clause Collection,3,99.0,33.0,447.188544,149.062848,5.6000000000000005,7.233560333333333,7.041676833333331,348.3333333333333
The Scorpion King Collection,4,65.0,32.5,165.33318,165.33318,4.5,11.502309,2.755553,267.25
The Secret Garden Collection,2,0.0,,0.0,,6.449999999999999,3.813133,,122.5
The Secret Life of Pets Collection,1,75.0,75.0,875.4579369999999,875.4579369999999,5.9,11.01395,11.672772493333332,3536.0
The Secret Of NIMH Collection,2,7.0,7.0,14.665733,14.665733,5.9,6.5774475,2.095104714285714,98.0
The Sentimental Swordsman Collection,2,0.0,,0.0,,5.4,0.26390349999999996,,3.0
The Shadow Collection,2,25.0,25.0,48.063435,48.063435,4.550000000000001,4.243641,1.9225374,71.5
The Shaggy Dog Collection,2,0.0,,0.0,,5.800000000000001,2.4433715,,18.5
The Sheriff and the Satellite Kid Collection,2,0.0,,0.0,,5.800000000000001,3.6058364999999997,,56.0
The Sinbad Collection,4,4.15,2.075,27.0,13.5,6.225,5.58882825,4.571428571428571,37.75
The Sister Street Fighter Collection,1,0.0,,0.0,,7.0,0.6165579999999999,,5.0
The Sisterhood of the Traveling Pants Collection,2,52.0,26.0,83.405478,41.702739,6.199999999999999,6.9479715,1.6024022755555556,320.0
The Six Million Dollar Man Collection,1,0.0,,0.0,,5.8,1.418486,,16.0
The Skulls Collection,3,18.8,9.4,35.00718,35.00718,5.266666666666667,5.820258333333332,2.333812,64.66666666666667
The Slumber Party Massacre Collection,3,0.0,,0.0,,5.366666666666667,3.2792349999999995,,37.0
The Smurfs (Theatrical) Collection,3,275.0,91.66666666666667,1108.367047,369.4556823333333,5.733333333333333,12.611152333333335,3.308896933333333,741.0
The Snowman Collection,1,0.0,,0.0,,7.5,7.373338,,63.0
The Sorority House Massacre Collection,2,0.0,,0.0,,4.85,1.317917,,17.0
The South Shaolin Master Collection,1,0.0,,0.0,,8.0,0.669701,,1.0
The Space Odyssey Series,2,38.5,19.25,109.10065700000001,54.550328500000006,7.25,14.988743499999998,3.992868875,1682.5
The Spiders Serial,2,0.0,,0.0,,5.75,0.30882299999999996,,5.0
The Spiritual Boxer Collection,1,0.0,,0.0,,7.4,0.45593,,4.0
The Stepfather Collection,2,0.0,,1.519796,1.519796,6.199999999999999,7.947286500000001,,49.0
The Sting Collection,2,5.5,5.5,165.963399,82.9816995,6.2,7.8382830000000006,29.021150363636366,325.5
The Storm Riders Collection,1,100.0,100.0,0.0,,5.3,2.860376,,20.0
The Streetfighter Collection,2,0.0,,0.0,,6.45,0.8702435000000001,,17.5
The Substitute Collection,3,0.0,,0.0,,5.766666666666667,6.280960333333334,,28.0
The Sweeney Collection,1,0.209595,0.209595,0.0,,7.2,0.529845,,5.0
The Tall Blond Man Collection,2,0.0,,0.0,,6.85,2.7923055,,44.5
The Terminator Collection,5,661.4,132.28,1845.327738,369.0655476,6.540000000000001,21.8939716,2.842603464516129,3366.4
The Thin Man Collection,6,0.226408,0.226408,1.423,1.423,6.783333333333334,4.854464833333333,6.285113600226141,32.5
The Thing Collection,2,50.0,25.0,47.758430000000004,23.879215000000002,6.9,13.5003305,1.0561634761904761,1252.5
The Three Brothers Collection,2,21.14,10.57,0.0,,6.1,4.524945,,114.5
The Three Mothers Collection,3,6.5,3.25,0.054947,0.054947,6.066666666666666,16.326446,0.01569914285714286,214.66666666666666
The Toxic Avenger Collection,4,0.5,0.5,0.0,,5.7,4.298058,,53.25
The Transporter Collection,4,108.0,27.0,310.70579,77.6764475,6.0,11.220305750000001,2.7833377593749997,1120.75
The Trip Collection,3,0.0,,0.951179,0.951179,6.8,5.223866,,74.33333333333333
The Twilight Collection,5,385.0,77.0,3342.10729,668.421458,5.84,29.500843000000003,10.271931573529413,2770.2
The Twins Effect Collection,2,0.0,,0.0,,5.15,6.3624295,,30.5
The Ultimate Collection,2,0.0,,0.0,,6.65,3.436597,,46.5
The Under-Gifted Collection,1,0.0,,0.0,,6.6,3.736959,,82.0
The Underdog Knight Collection,2,0.0,,0.0,,6.7,0.6035325,,7.0
The Up Series,7,0.0,,0.238073,0.238073,7.428571428571429,0.640616,,14.0
The Vampire Chronicles,2,95.0,47.5,269.143718,134.571859,6.35,10.203223999999999,2.5135733047619047,902.5
The Vengeance Collection,3,7.0,3.5,40.73825,13.579416666666667,7.566666666666667,8.110605666666666,2.7410346249999997,888.0
The Visitors Collection,4,25.868826,25.868826,0.0,,5.45,7.1294375,,250.25
The War of Flower Collection,2,0.0,,0.0,,7.0,1.8101630000000002,,23.5
The Water of the Hills,1,0.0,,0.0,,6.9,0.499113,,4.0
The Water of the Hills Collection,2,4.940939,4.940939,0.0,,7.699999999999999,5.411334,,108.0
The Waxwork Collection,1,0.0,,0.808114,0.808114,5.7,8.575666,,71.0
The Whistler collection,4,0.0,,0.0,,5.0,0.33476275,,3.75
The Whole Nine/Ten Yards Collection,2,81.3,40.65,132.527432,66.263716,5.9,9.608790500000001,1.6147396474878937,411.0
The Wild Geese Collection,2,10.0,10.0,0.0,,5.15,7.4807369999999995,,36.5
The Wixxer Trilogy,1,0.0,,0.0,,6.3,2.889908,,33.0
The Wog Boy Collection,2,0.0,,0.0,,6.050000000000001,0.699327,,7.0
The Wolf Man (Universal Series),4,0.0,,0.0,,6.575,6.095903,,52.25
The Wolverine Collection,3,367.0,122.33333333333333,1405.305345,468.435115,6.7,19.985608333333335,3.4620056083333335,4835.333333333333
The Woman in Black Collection,2,18.0,9.0,154.232059,77.1160295,5.55,7.919408999999998,17.007447852941176,813.0
The Work and the Glory Collection,3,20.5,6.833333333333333,6.697771,2.2325903333333335,7.2,0.692364,0.3115433846153846,5.0
The Worricker Collection,3,0.0,,0.0,,6.533333333333334,5.5893516666666665,,46.666666666666664
The X-Files Collection,2,96.0,48.0,257.567747,128.7838735,6.05,11.0875995,2.5728111196969694,514.0
The Yakuza Papers Collection,5,0.0,,0.0,,7.0,0.9377004000000001,,13.8
The Yes Men Collection,3,0.0,,0.0,,6.966666666666666,1.5385676666666666,,21.333333333333332
Thermae Romae Collection,1,0.0,,0.0,,5.7,2.129707,,29.0
They Call Me Bruce Collection,1,0.0,,16.894678,16.894678,5.2,1.223424,,11.0
Think Like a Man Collection,2,36.0,18.0,166.251935,83.1259675,6.6,6.4207375,5.465050875,258.0
This is England Collection,1,2.38,2.38,8.176544,8.176544,7.4,2.514638,3.4355226890756305,370.0
Thor Collection,2,320.0,160.0,1093.8980199999999,546.9490099999999,6.699999999999999,32.031968000000006,3.3935536345098036,5775.5
Thou Shalt Laugh Collection,3,0.0,,0.0,,,0.008677999999999967,,0.0
Three Colors Collection,3,0.0,,0.0,,7.6000000000000005,7.755357333333333,,258.3333333333333
Three Heroes Collection,5,11.5,3.8333333333333335,24.209007999999997,8.069669333333332,5.88,1.2794238,0.7707606666666668,12.0
Three Steps Above Heaven Collection,2,0.0,,0.0,,7.0,7.037075,,415.0
Thumbs! Collection,2,0.0,,0.0,,6.6,0.9999210000000001,,12.0
Thunder in Paradise Collection,1,0.0,,0.0,,6.0,1.031454,,4.0
Thunderbirds (Animation) Collection,2,0.0,,0.0,,6.0,0.9356495,,17.5
Till Luck Do Us Part Collection,1,0.0,,1.67294,1.67294,6.4,1.991908,,51.0
Timecop Collection,2,27.0,27.0,101.646581,101.646581,4.75,5.161374,3.764688185185185,151.5
Tinker Bell Collection,6,48.0,48.0,20.3,20.3,6.533333333333334,9.242392833333334,,272.1666666666667
Tiny Times Collection,3,0.0,,0.000126,6.3e-05,4.0,1.559253,,17.0
"To Sir, with Love Collection",2,0.64,0.64,0.0,,6.699999999999999,4.382467999999999,,43.5
Tognazzi & Vianello Collection,2,0.0,,0.0,,5.25,0.23875949999999999,,2.0
Tokyo Decadence series,1,0.0,,0.0,,6.0,1.960567,,21.0
Tom Thorne Collection,2,0.0,,0.0,,5.75,1.9975395,,10.5
Tom and Jerry Collection,10,0.0,,0.0,,6.2,3.7578279,,24.9
Tomb Raider Collection,2,210.0,105.0,431.20872799999995,215.60436399999998,5.6,14.464035500000001,2.0180749162471394,1839.0
Tomie Collection,1,0.0,,0.0,,4.8,2.06907,,9.0
Tomtar och Trolltyg Collection,1,0.0,,0.0,,,0.377454,,0.0
Tooth Fairy Collection,2,53.0,26.5,112.462508,112.462508,4.9,4.7701505000000015,2.3429689166666665,269.0
Topper Collection,3,0.5,0.5,0.0,,6.1000000000000005,1.701721,,11.0
Torchy Blane,2,0.0,,0.0,,6.65,0.443886,,2.0
Torrente Collection,5,9.272437,9.272437,11.672363,11.672363,5.76,4.1308648,1.2588236512148856,49.2
Totò Collection,27,0.0,,0.0,,6.837037037037037,1.0473237037037038,,18.037037037037038
Toy Story Collection,3,320.0,106.66666666666667,1937.890605,645.963535,7.533333333333334,18.820368666666667,5.526298544444445,4679.666666666667
Trailer Park Boys Collection,6,8.5,4.25,3.833507,3.833507,7.166666666666667,1.9759583333333335,0.7667014,28.333333333333332
Trainspotting Collection,2,22.0,11.0,57.903789,28.9518945,7.449999999999999,18.4971715,3.211738027777778,1766.0
Trancers Collection,4,0.4,0.4,0.0,,5.75,3.03995675,,17.25
Transformers Collection,5,965.0,193.0,4366.101244,873.2202488,6.14,14.425077199999999,5.1971671285714285,3046.4
Trapped in the Closet,2,0.0,,0.0,,6.449999999999999,0.5617774999999999,,8.0
Tremors Collection,5,20.0,6.666666666666667,48.572,48.572,5.7,11.7558254,4.415636363636364,288.8
Trilogia Zé do Caixão,3,0.0,,0.0,,6.033333333333334,1.142663,,14.333333333333334
Trilogie,3,0.0,,0.0,,7.0,0.10315633333333334,,2.3333333333333335
Trilogy Marseillaise,2,0.0,,0.0,,6.25,1.9451715,,28.0
Trilogy of Life,3,0.0,,0.0,,6.333333333333333,3.730972,,40.666666666666664
Trilogy of Terror Collection,2,0.0,,0.0,,6.199999999999999,1.3234355,,20.5
Trilogía Sollima,2,0.0,,0.0,,6.1,0.9899880000000001,,10.0
Trilogía de la violencia de Michael Haneke,3,0.0,,0.0,,7.233333333333333,4.668251000000001,,54.333333333333336
Trinità  Collection,1,0.0,,0.0,,7.5,9.449417,,269.0
Troll Collection,3,1.1,1.1,5.450815,5.450815,5.3,6.389377666666667,4.955286363636364,70.0
Truth in 24 Collection,1,0.0,,0.0,,6.6,1.142239,,8.0
Trylogia Sienkiewicza,2,0.0,,0.0,,7.050000000000001,1.3175775,,8.0
Tulse Luper,1,10.0,10.0,0.0258,0.0258,7.8,0.524432,0.00258,5.0
Turbulence Collection,2,55.0,55.0,11.466088,11.466088,4.65,4.647427,0.20847432727272724,36.5
Turkish Star Wars,1,0.0,,0.0,,5.8,1.125238,,12.0
Twitches Collection,2,0.0,,0.0,,5.55,3.4033585000000004,,64.0
Täällä Pohjantähden alla (Timo Koivusalo),1,6.15312,6.15312,0.0,,6.8,0.320384,,6.0
U Pana Boga Collection,1,0.0,,0.0,,6.8,0.19559,,2.0
USA: Land of Opportunities Collection,2,24.2,12.1,17.355754,8.677877,7.25,7.188797,0.8578065183098591,350.0
Ukraine Trilogy,3,0.0,,0.0,,7.3,0.802231,,13.666666666666666
Ultimate Avengers Collection,2,0.0,,14.600000000000001,7.300000000000001,6.45,8.934512999999999,,76.5
Umizaru Collection,1,0.0,,0.0,,5.8,1.215935,,8.0
Un éléphant ça trompe énormément,2,0.0,,0.0,,6.65,1.6422955,,15.0
Under Siege Collection,2,95.0,47.5,260.88722199999995,130.44361099999998,5.85,8.704258,3.105983629761904,311.0
Underworld Collection,5,212.0,42.4,539.608743,107.9217486,6.1,15.430240800000002,2.3169518,1811.0
Undisputed Collection,4,23.0,11.5,12.398628,12.398628,6.5,29.116573249999995,0.6199314,201.0
Universal Soldier Collection,6,93.5,23.375,12.945585999999999,4.315195333333333,4.633333333333334,7.058476333333334,0.12193973913043478,131.66666666666666
Unna Trilogie,2,2.88803,2.88803,0.0,,6.1,2.3322945,,28.5
Unoffical Ghosthouse Series,3,0.0,,0.0,,5.3,2.102972333333333,,14.666666666666666
Unstable Fables Collection,2,0.0,,0.0,,5.75,1.6855995,,6.0
Ur kärlekens språk,1,0.0,,0.0,,4.3,0.282223,,3.0
Urban Legend,3,31.5,10.5,111.10195699999997,55.550978499999985,4.966666666666667,8.701075000000001,3.9679270357142853,150.0
Uuno Turhapuro,15,0.0,,0.0,,5.526666666666667,0.16926066666666667,,3.8666666666666667
V/H/S Collection,3,0.0,,0.124934,0.04164466666666667,5.433333333333334,9.151392333333332,,283.0
V: The Collection,2,0.0,,0.0,,7.1,3.228424,,32.5
Vabank (Collection),3,0.0,,0.0,,7.133333333333333,1.055625,,11.666666666666666
Vacancy Collection,2,22.0,11.0,35.300645,35.300645,5.4,5.5097615,1.8579286842105265,231.0
Vai Que Dá Certo,1,1.0,1.0,0.0,,6.1,2.685498,,37.0
Valami Amerika gyűjtemény,1,1.5,1.5,0.0,,7.2,0.714017,,6.0
Vampire Boys Collection,1,0.0,,0.0,,4.5,0.220052,,4.0
Vampire Hunter D Collection,2,0.0,,0.0,,6.8,4.4747205,,80.5
Vampire Karnstein (Hammer series),3,0.0,,0.0,,6.5,2.3045449999999996,,26.666666666666668
Vampires Collection,2,20.0,20.0,0.0,,4.6,7.1187815,,135.0
Vampires Suck Collection,2,20.0,20.0,80.547866,80.547866,3.95,5.8091990000000004,4.0273933,193.5
Van Helsing Collection,2,160.0,160.0,300.257475,300.257475,6.0,8.823267,1.87660921875,862.5
Vares Collection,7,1.4,1.4,0.0,,6.014285714285714,0.7847581428571428,,10.142857142857142
Varg Veum Collection,3,0.0,,0.0,,6.266666666666667,1.6860026666666668,,7.0
Vi hade i alla fall tur med vädret Collection,1,0.0,,0.0,,6.0,1.134897,,7.0
Vixens Collection,4,0.315,0.1575,6.0,6.0,5.725,3.1453575000000003,78.94736842105263,27.0
Viy Collection,1,26.0,26.0,34.592118,34.592118,4.9,5.653476,1.330466076923077,71.0
Vääpeli Körmy - Collection,5,0.0,,0.0,,3.7,0.05060699999999996,,2.8
Waiting Collection,2,3.0,3.0,18.63769,18.63769,5.65,4.877525,6.212563333333333,134.0
Waldemar Daninsky Collection,1,0.0,,0.0,,6.7,0.670545,,3.0
Walking Tall Collection,3,56.0,56.0,57.22389,57.22389,5.6000000000000005,4.107347333333333,1.0218551785714285,135.0
Walking Tall Original Collection,2,0.0,,0.0,,5.8,2.855921,,21.5
Wall Street Collection,2,85.0,42.5,178.59609,89.298045,6.4,10.7462825,2.424088164285714,530.5
Wallace & Gromit Collection,6,30.0,30.0,192.452832,192.452832,7.2,7.656789333333333,6.4150944,247.0
Wallander (Rolf Lassgård),2,0.0,,0.0,,5.25,0.40619700000000003,,1.5
Wanted - Collection,1,75.0,75.0,258.270008,258.270008,6.4,12.457896,3.443600106666667,2583.0
War Trilogy,3,0.0,,0.0,,7.666666666666667,3.9589320000000003,,73.33333333333333
War of the Worlds Collection,2,1.0,1.0,0.0,,3.95,4.09227,,15.5
WarGames Collection,2,12.0,12.0,79.567667,79.567667,6.05,10.475784,6.630638916666666,282.0
Warlock Collection,3,9.0,4.5,0.0,,5.066666666666666,5.9109240000000005,,50.666666666666664
Warriors of Virtue Collection,1,0.0,,0.0,,4.7,0.719444,,9.0
Warriors of the Rainbow: The Seediq Bale Saga,1,25.0,25.0,0.0,,6.7,1.744789,,19.0
Wayne's World Collection,2,20.0,20.0,169.66232300000001,84.83116150000001,6.15,10.5562295,6.08486615,509.5
We Are From The Future Collection,2,0.0,,8.910819,8.910819,5.65,1.8212945,,19.5
We Were Here,2,0.0,,0.0,,8.65,1.195456,,4.0
We're the Millers Collection,1,37.0,37.0,269.994119,269.994119,6.8,18.474368,7.297138351351352,3053.0
Weekend at Bernie's Collection,2,6.5,6.5,30.218387,30.218387,5.65,7.7002615,4.648982615384615,164.5
Welcome Collection,1,0.0,,36.5,36.5,6.5,1.5209629999999998,,26.0
Werner Collection,4,0.0,,0.0,,5.525,1.46132725,,21.5
Westworld Collection,2,0.0,,0.0,,6.2,6.3974545,,205.5
What the Bleep! Collection,2,0.0,,10.138913,5.0694565,5.35,4.6431255,,19.0
When a Stranger Calls Collection,3,15.0,15.0,66.966987,66.966987,5.633333333333333,5.169047333333333,4.4644658,113.33333333333333
Whispering Corridors Collection,3,0.6,0.6,0.0,,5.966666666666666,1.9369223333333334,,27.333333333333332
Whistling Collection,3,0.0,,0.0,,6.2,0.44150333333333336,,1.0
White Collar Hooligan Collection,1,1.0,1.0,0.0,,5.8,3.721769,,20.0
White Crane Chronicles,1,0.0,,0.0,,4.4,0.942089,,9.0
White Fang Collection,2,14.0,14.0,34.79316,34.79316,5.8,7.0687095,2.4852257142857144,78.0
White Noise Collection,2,10.0,10.0,91.196419,91.196419,5.6,6.159855,9.119641900000001,173.5
Why Did I Get Married Collection,2,35.0,17.5,115.257317,57.6286585,6.1,2.2964295000000003,3.3413056,31.0
Why We Fight,7,0.0,,0.0,,5.585714285714286,0.3355817142857143,,1.8571428571428572
Wild Orchid Collection,1,7.0,7.0,0.0,,4.6,17.395203,,50.0
Wild Things Collection,3,20.0,20.0,67.2,67.2,5.233333333333333,8.363679666666668,3.3600000000000003,167.66666666666666
Willard,3,22.0,22.0,0.0,,5.3999999999999995,1.7584609999999998,,35.0
Winnetou Collection,2,0.0,,0.0,,6.7,2.6339560000000004,,28.5
Winnie-the-Pooh (Russian),3,0.0,,0.0,,6.7,1.6686593333333333,,22.0
Wishmaster Collection,4,7.5,3.75,15.719109,15.719109,4.625,4.91741125,3.1438218,59.75
Witch Mountain Collection,3,0.0,,36.393,18.1965,6.033333333333334,3.799996333333333,,33.0
Witchboard Collection,3,0.0,,0.16818,0.16818,4.8999999999999995,3.163733,,27.0
Witchcraft Collection,2,0.08,0.08,0.0,,4.55,0.34991399999999995,,5.0
Without a Paddle Collection,2,25.3,12.65,69.631118,69.631118,5.199999999999999,4.2185295,3.6647956842105263,117.5
Wizards of Waverly Place Collection,2,0.0,,0.0,,6.2,5.747134,,235.0
Wodehouse P.G. Collection,1,0.0,,0.0,,,0.009626,,0.0
Wolf Creek Collection,2,9.0,4.5,37.393091999999996,18.696545999999998,6.0,7.162746,14.48322675,222.0
Wolf Warriors Collection,1,12.0,12.0,80.0,80.0,5.8,2.1627810000000003,6.666666666666667,29.0
Wonder Woman Collection,1,149.0,149.0,820.5804469999998,820.5804469999998,7.2,294.337037,5.50725132214765,5025.0
Wong Kar-Wai's Informal Collection,3,12.0,12.0,32.268129,10.756043,7.333333333333333,7.367661333333334,1.6059426666666667,224.0
World War Z Collection,1,200.0,200.0,531.865,531.865,6.7,26.114917,2.659325,5683.0
World of Watches Collection,2,8.4,4.2,70.862717,35.4313585,6.25,8.1164745,8.436037738095237,191.0
Would I Lie to You? Collection,3,42.056629,14.018876333333333,113.080982,37.693660666666666,6.0,4.322796,3.3996815286624207,92.33333333333333
Wreck-It Ralph Collection,1,165.0,165.0,471.222889,471.222889,7.1,13.697597,2.855896296969697,4656.0
Wrong Turn Collection,6,17.8,5.933333333333334,28.650575,28.650575,5.1499999999999995,11.787526999999999,2.273855158730159,295.1666666666667
X-Men Collection,6,983.0,163.83333333333334,2808.8323170000003,468.13871950000004,6.816666666666666,9.707541166666667,3.02363225505618,4593.833333333333
Xtro Collection,3,0.0,,0.0,,4.5,1.6400406666666667,,17.666666666666668
Yamakasi - Collection,1,0.0,,0.0,,5.8,7.165551,,140.0
Yamla Pagla Deewana,1,6.8,6.8,0.0,,2.8,0.168763,,3.0
Yossi Collection,2,0.5,0.5,0.116207,0.116207,6.75,1.555351,0.232414,25.0
You Got Served Collection,1,0.0,,0.0,,4.8,3.707216,,75.0
Young And Dangerous Collection,1,0.0,,0.0,,6.3,3.953902,,10.0
Young Guns Collection,2,33.0,16.5,44.726644,44.726644,6.449999999999999,10.941405,3.440511076923077,213.5
Zanna Bianca Collection,1,0.0,,0.0,,6.2,0.879724,,7.0
Zapped Collection,2,0.0,,0.0,,5.15,2.1322905,,21.5
Zatôichi: The Blind Swordsman,26,0.0,,0.0,,6.403846153846154,1.1006028076923078,,11.192307692307692
Zebraman Collection,1,0.0,,0.0,,6.8,1.184277,,25.0
Zeitgeist Collection,3,7.0,7.0,0.0,,7.033333333333334,3.7582733333333334,,107.33333333333333
Zenon Collection,3,0.0,,0.0,,5.2,3.524278666666666,,27.0
Zero Woman Collection,1,0.0,,0.0,,6.7,1.910093,,14.0
Zipi y Zape - Colección,1,0.0,,0.0,,5.0,1.360672,,10.0
Zombi Collection,1,0.0,,0.0,,6.4,6.798595,,130.0
Zoolander Collection,2,78.0,39.0,116.74998099999999,58.374990499999996,5.4,10.281464499999998,1.6450646607142856,1088.5
Zorro Collection,3,170.0,85.0,392.688588,196.344294,6.3999999999999995,7.7039006666666685,2.26664178245614,712.3333333333334
Zu Warriors Collection,1,0.0,,0.0,,6.6,1.401607,,14.0
[REC] Collection,4,7.1,3.55,59.26568,14.81642,5.925,7.505231,11.798411904761904,519.75
xXx Collection,3,215.0,71.66666666666667,694.6699720000001,231.5566573333334,5.333333333333333,16.595087,3.963548314285714,1172.0
Åsa-Nisse Collection,1,0.0,,0.0,,3.9,0.726197,,6.0
Çalgı Çengi Collection,1,0.0,,0.0,,7.8,0.886442,,15.0
Şevkat Yerimdar Serisi,1,0.0,,0.0,,7.5,0.098004,,2.0
Алиса в стране чудес (Коллекция),1,0.0,,0.0,,8.7,0.320034,,6.0
Горько! (Коллекция),1,0.0,,0.0,,6.3,2.189262,,29.0
ДухLess (Коллекция),2,2.8,2.8,13.218979999999998,13.218979999999998,4.95,1.5967625,4.721064285714285,18.0
Зимняя Вишня (трилогия),1,0.0,,0.0,,4.0,0.099798,,2.0
Ирония судьбы (Коллекция),2,5.0,5.0,55.635037,55.635037,5.95,2.243487,11.1270074,30.0
Никто не знает про секс - Коллекция,1,0.0,,0.0,,4.0,0.152426,,4.0
Облако-рай (Коллекция),2,0.0,,0.0,,6.050000000000001,0.10988399999999995,,5.0
Параграф 78 - Дилогия,1,0.0,,0.0,,6.3,0.934723,,12.0
Самый лучший фильм - Коллекция,3,6.5,6.5,9.816332,9.816332,3.1333333333333333,1.10313,1.510204923076923,9.666666666666666
Сказки Чуковского,1,0.0,,0.0,,3.0,0.731334,,3.0
Чебурашка и крокодил Гена,1,0.0,,0.0,,6.7,0.8815040000000001,,7.0
Что Творят мужчины! (Коллекция),2,2.0,2.0,0.0,,3.15,1.2996045,,5.5
男はつらいよ シリーズ,3,0.0,,0.0,,7.0,0.038901333333333336,,0.6666666666666666
식객 시리즈,2,0.0,,0.0,,4.95,0.157245,,3.5
